"team","year","player_name","player_slug","high_school","hometown","status","distance_miles"
"Houston",2017,"Gabe Grant","gabe-grant-44508","Midwest Elite Prep","Chicago, IL","Enrolled",943.839494725181
"Iowa State",2017,"Terrence Lewis","terrence-lewis-111689","Riverside","Milwaukee, WI","Enrolled",300.411739300901
"Kansas",2017,"Marcus Garrett","marcus-garrett-82681","Skyline","Dallas, TX","Enrolled",435.498051477169
"Kansas",2017,"Dedric Lawson","dedric-lawson-33239","Hamilton","Memphis, TN","Enrolled",389.062803546743
"Kansas",2017,"Charlie Moore","charlie-moore-20468","Morgan Park","Chicago, IL","Enrolled",448.914178212485
"Kansas",2017,"K.J. Lawson","kj-lawson-70223","Memphis East","Memphis, TN","Enrolled",389.062803546743
"Kansas State",2017,"Nigel Shadd","nigel-shadd-93294","Tri-city Christian Academy","Tempe, AZ","Enrolled",942.036775842371
"Oklahoma State",2017,"Zack Dawson","zack-dawson-123319","South Miami Senior","Miami, FL","Enrolled",1227.00106225506
"Oklahoma State",2017,"Latravian Glover","latravian-glover-78458","South Miami Senior","Miami, FL","Committed",1227.00106225506
"TCU",2017,"Kevin Samuel","kevin-samuel-74403","St Thomas Episcopal School","Houston, TX","Enrolled",235.383093497923
"Texas Tech",2017,"Jarrett Culver","jarrett-culver-57117","Coronado","Lubbock, TX","Enrolled",1.37919083651199
"Texas Tech",2017,"Zhaire Smith","zhaire-smith-123781","Lakeview Centennial","Garland, TX","Enrolled",306.298512406537
"Texas Tech",2017,"Daniel Mading","daniel-mading-29326","St Anthony","Jersey City, NJ","Signed",1600.68565833375
"UCF",2017,"Danny Lewis","danny-lewis-29629","Westlake","Atlanta, GA","Enrolled",402.385282593831
"Utah",2017,"Donnie Tillman","donnie-tillman-38107","Findlay Prep","Henderson, NV","Enrolled",368.012297246868
"West Virginia",2017,"D'Angelo Hunter","dangelo-hunter-142610","Pleasure Ridge Park","Louisville, KY","Enrolled",326.128982304191
"West Virginia",2017,"Wesley Harris","wesley-harris-120454","Callaway","Birmingham, AL","Enrolled",567.838108967364
"Arizona State",2018,"Elias Valtonen","elias-valtonen-41043","Helsinki Basketball Academy","Helsinski","Enrolled",5522.56100902098
"Baylor",2018,"Matthew Mayer","matthew-mayer-86129","Westlake","Austin, TX","Enrolled",96.3465839512866
"Baylor",2018,"Devonte Bandoo","devonte-bandoo-36555","Athlete Institute Basketball Academy","Toronto, ON","Enrolled",1276.27411527334
"BYU",2018,"Hunter Erickson","hunter-erickson-48438","Timpview","Provo, UT","Enrolled",1.37762800165695
"Cincinnati",2018,"Prince Gillam","prince-gillam-96924","Fresno","Fresno, CA","Enrolled",1917.18962416835
"Colorado",2018,"Daylen Kountz","daylen-kountz-32635","East","Denver, CO","Enrolled",23.8301670644328
"Iowa State",2018,"Talen Horton-Tucker","talen-horton-tucker-142560","Simeon","Chicago, IL","Enrolled",309.266861002097
"Iowa State",2018,"Tyrese Haliburton","tyrese-haliburton-118644","Oshkosh North","Oshkosh, WI","Enrolled",292.353598911258
"Iowa State",2018,"George Conditt","george-conditt-45657","Corliss","Chicago, IL","Enrolled",309.266861002097
"Kansas",2018,"Devon Dotson","devon-dotson-36374","Providence Day School","Charlotte, NC","Enrolled",833.977594461265
"Kansas",2018,"David McCormack","david-mccormack-31864","Oak Hill Academy","Norfolk, VA","Enrolled",1042.16923137308
"Kansas",2018,"Ochai Agbaji","ochai-agbaji-94160","Oak Park","Kansas City, MO","Enrolled",37.7302094580244
"Oklahoma State",2018,"Kentrevious Jones","kentrevious-jones-142565","Putnam Science Academy","Macon, GA","Enrolled",797.365631582005
"Oklahoma State",2018,"Yor Anei","yor-anei-122388","Shawnee Mission South","Overland Park, KS","Enrolled",236.953413398705
"TCU",2018,"Kendric Davis","kendric-davis-72880","Houston Math Science & Tech","Houston, TX","Enrolled",235.383093497923
"TCU",2018,"Russell Barlow","russell-barlow-102775","Berkner","Richardson, TX","Enrolled",40.3800261185509
"Texas Tech",2018,"Khavon Moore","khavon-moore-75011","Westside","Macon, GA","Enrolled",1054.59647635434
"Texas Tech",2018,"Deshawn Corprew","deshawn-corprew-35389","Quality Education Academy","Hampton, VA","Enrolled",1454.74321810309
"Texas Tech",2018,"Kyler Edwards","kyler-edwards-77136","Findlay Prep","Arlington, TX","Enrolled",282.050308045902
"UCF",2018,"Ibrahim Famouke Doumbia","ibrahim-famouke-doumbia-48890","Miami Country Day School","Miami, FL","Enrolled",205.866162616454
"Utah",2018,"Timmy Allen","timmy-allen-112906","Desert Ridge","Mesa, AZ","Enrolled",507.835051767768
"Utah",2018,"Naseem Gaskin","naseem-gaskin-91020","Bishop O'Dowd","Oakland, CA","Enrolled",593.605469367078
"Utah",2018,"Both Gach","both-gach-11469","Austin Senior","Chandler, AZ","Enrolled",515.296850392176
"West Virginia",2018,"Trey Doomes","trey-doomes-115989","NSU University School","Fort Lauderdale, FL","Enrolled",933.732097009894
"West Virginia",2018,"Emmitt Matthews Jr.","emmitt-matthews-jr-41853","Wilson","Tacoma, WA","Enrolled",2166.91970369
"Arizona",2019,"Nico Mannion","nico-mannion-93200","Pinnacle","Phoenix, AZ","Enrolled",106.380123785223
"Arizona",2019,"Jemarl Baker","jemarl-baker-59911","Roosevelt","Los Angeles, CA","Enrolled",440.199785597038
"Arizona",2019,"Jordan Brown","jordan-brown-65260","Prolific Prep","Napa, CA","Enrolled",763.670056064619
"Arizona",2019,"Max Hazzard","max-hazzard-86624","Loyola","Los Angeles, CA","Enrolled",440.199785597038
"Arizona State",2019,"Jaelen House","jaelen-house-143208","Shadow Mountain","Phoenix, AZ","Enrolled",8.57167716815567
"Arizona State",2019,"Jalen Graham","jalen-graham-54286","Mountain Pointe","Phoenix, AZ","Enrolled",8.57167716815567
"Arizona State",2019,"Khalid Thomas","khalid-thomas-74828","West Linn","Portland, OR","Enrolled",1011.59193941292
"Arizona State",2019,"Andre Allen","andre-allen-4450","Balboa City School","Los Angeles, CA","Enrolled",365.419253969087
"Arizona State",2019,"Caleb Christopher","caleb-christopher-16926","Hillcrest Prep","Phoenix, AZ","Enrolled",8.57167716815567
"Baylor",2019,"Jordan Turner","jordan-turner-66128","Sunrise Christian Academy","Wichita, KS","Enrolled",424.642368257592
"BYU",2019,"Nate Hansen","nate-hansen-91231","Timpview","Provo, UT","Enrolled",1.37762800165695
"BYU",2019,"Alex Barcello","alex-barcello-2807","Corona Del Sol","Tempe, AZ","Enrolled",471.964532970749
"Cincinnati",2019,"Mika Adams-Woods","mika-adams-woods-88694","New Hampton School","Syracuse, NY","Enrolled",512.515890616262
"Houston",2019,"J'Wan Roberts","jwan-roberts-50275","Shoemaker","Killeen, TX","Enrolled",171.971183095378
"Kansas",2019,"Christian Braun","christian-braun-22796","Blue Valley Northwest","Overland Park, KS","Enrolled",31.4738569971424
"Kansas",2019,"Issac McBride","issac-mcbride-50072","Arkansas Baptist","Little Rock, AR","Enrolled",333.767146254761
"Kansas State",2019,"DaJuan Gordon","dajuan-gordon-27995","Curie Metropolitan","Chicago, IL","Enrolled",504.818783064578
"Oklahoma State",2019,"Chris Harris Jr.","chris-harris-jr-21856","South Garland","Garland, TX","Enrolled",223.407087831488
"Oklahoma State",2019,"Kalib Boone","kalib-boone-70804","Memorial","Tulsa, OK","Enrolled",60.0235328181615
"Oklahoma State",2019,"Keylan Boone","keylan-boone-74642","Memorial","Tulsa, OK","Enrolled",60.0235328181615
"Oklahoma State",2019,"Jonathan Laurent","jonathan-laurent-64745","Dr. Phillips","Orlando, FL","Enrolled",1053.42986957457
"TCU",2019,"P.J. Fuller","pj-fuller-94861","Nathan Hale","Henderson, NV","Enrolled",1029.15770566524
"TCU",2019,"Taryn Todd","taryn-todd-110383","Findlay Prep","Henderson, NV","Enrolled",1029.15770566524
"TCU",2019,"Jaedon LeDee","jaedon-ledee-52801","The Kinkaid School","Houston, TX","Enrolled",235.383093497923
"TCU",2019,"Kevin Easley","kevin-easley-74046","Lawrence North","Indianapolis, IN","Enrolled",791.273087511726
"TCU",2019,"Keonte Kennedy","keonte-kennedy-73675","Westlake","Austin, TX","Enrolled",170.362745945659
"Texas Tech",2019,"Kevin McCullar","kevin-mccullar-74250","Wagner","San Antonio, TX","Enrolled",349.70853547102
"Texas Tech",2019,"Chris Clarke","chris-clarke-21506","Cape Henry Collegiate School","Virginia Beach, VA","Enrolled",1474.69823017948
"Texas Tech",2019,"Joel Ntambwe","joel-ntambwe-62665","Aspire Basketball Academy","Louisville, KY","Enrolled",956.378298472466
"Texas Tech",2019,"TJ Holyfield","tj-holyfield-113110","Manzano","Albuquerque, NM","Enrolled",291.338901674024
"UCF",2019,"Darin Green","darin-green-30073","Wharton","Tampa, FL","Enrolled",88.8993588863771
"UCF",2019,"Brandon Mahan","brandon-mahan-12745","Central Park Christian Schools","Birmingham, AL","Enrolled",474.65930994389
"Utah",2019,"Mikael Jantunen","mikael-jantunen-144178","Helsinki Basketball Academy","Helsinski","Enrolled",5045.84571552387
"West Virginia",2019,"Miles McBride","miles-mcbride-89698","Archbishop Moeller","Cincinnati, OH","Enrolled",246.186263370103
"Arizona",2020,"Dalen Terry","dalen-terry-28140","Hillcrest Prep","Phoenix, AZ","Enrolled",106.380123785223
"Arizona",2020,"Bennedict Mathurin","bennedict-mathurin-10185","NBA Academy Latin America","Montreal, QC","Enrolled",2184.88668279039
"Arizona",2020,"Terrell Brown Jr.","terrell-brown-jr-111497","Garfield","Seattle, WA","Enrolled",1218.61935465831
"Arizona State",2020,"Marcus Bagley","marcus-bagley-82486","Sheldon","Sacramento, CA","Enrolled",642.007291829866
"Arizona State",2020,"Luther Muhammad","luther-muhammad-81003","Hudson Catholic","Jersey City, NJ","Enrolled",2129.209072684
"Baylor",2020,"Dain Dainja","dain-dainja-27924","Park Center","Minneapolis, MN","Enrolled",950.761346597141
"BYU",2020,"Dallin Hall","dallin-hall-28246","Fremont","Ogden, UT","Enrolled",69.2236781091252
"BYU",2020,"Spencer Johnson","spencer-johnson-144993","American Fork","Salt Lake City, UT","Enrolled",37.3389101861149
"BYU",2020,"Matt Haarms","matt-haarms-85347","Sunrise Christian Academy","Wichita, KS","Enrolled",787.944890744987
"Cincinnati",2020,"Tari Eason","tari-eason-110277","Garfield","Seattle, WA","Enrolled",1965.64012445122
"Cincinnati",2020,"Gabe Madsen","gabe-madsen-44539","Mayo Senior","Rochester, MN","Enrolled",531.743312829301
"Cincinnati",2020,"Mike Saunders","mike-saunders-89341","Wasatch Academy","Indianapolis, IN","Enrolled",98.0263032754742
"Cincinnati",2020,"Mason Madsen","mason-madsen-84805","Mayo Senior","Rochester, MN","Enrolled",531.743312829301
"Cincinnati",2020,"David DeJulius","david-dejulius-31596","East English Village Prep","Detroit, MI","Enrolled",234.027025534642
"Colorado",2020,"Nique Clifford","nique-clifford-37662","The Vanguard School","Colorado Springs, CO","Enrolled",84.4790629652279
"Colorado",2020,"Jabari Walker","jabari-walker-50799","Compass Prep","Chandler, AZ","Enrolled",588.821744523614
"Colorado",2020,"Jeriah Horne","jeriah-horne-141563","The Barstow School","Kansas City, MO","Enrolled",572.483999728511
"Houston",2020,"Kiyron Powell","kiyron-powell-75420","Benjamin Bosse","Evansville, IN","Enrolled",724.02380043112
"Houston",2020,"Reggie Chaney","reggie-chaney-99301","Findlay Prep","Frisco, TX","Enrolled",252.739482969496
"Iowa State",2020,"Jalen Coleman-Lands","jalen-coleman-lands-54210","La Lumiere School","Indianapolis, IN","Enrolled",420.902718923487
"Iowa State",2020,"Blake Hinson","blake-hinson-10898","Sunrise Christian Academy","Wichita, KS","Enrolled",357.704467553785
"Iowa State",2020,"Tyler Harris","tyler-harris-117666","Cordova","Memphis, TN","Enrolled",513.198812068445
"Kansas",2020,"Gethro Muscadin","gethro-muscadin-46037","Aspire Basketball Academy","Louisville, KY","Enrolled",514.897302714913
"Kansas",2020,"Bryce Thompson","bryce-thompson-15945","Booker T. Washington","Tulsa, OK","Enrolled",197.650837741698
"Kansas State",2020,"Nijel Pack","nijel-pack-93320","Lawrence Central","Indianapolis, IN","Enrolled",556.546425458614
"Kansas State",2020,"Selton Miguel","selton-miguel-105847","West Oaks Academy","Orlando, FL","Enrolled",1137.68483046725
"Kansas State",2020,"Seryee Lewis","seryee-lewis-105953","Compass Prep","Chandler, AZ","Enrolled",941.103129222436
"Oklahoma State",2020,"Cade Cunningham","cade-cunningham-16583","Bowie","Arlington, TX","Enrolled",234.302135816078
"Oklahoma State",2020,"Rondel Walker Jr.","rondel-walker-jr-102245","Putnam City West","Oklahoma City, OK","Enrolled",52.0721152267472
"Oklahoma State",2020,"Donovan Williams","donovan-williams-38274","North Star","Lincoln, NE","Enrolled",324.383019010359
"Oklahoma State",2020,"Montreal Pena","montreal-pena-90295","Martin","Arlington, TX","Enrolled",234.302135816078
"Oklahoma State",2020,"Bernard Kouma","bernard-kouma-10294","Our Saviour Lutheran School","Bronx, NY","Enrolled",1292.33376451282
"TCU",2020,"Charles O'Bannon Jr.","charles-obannon-jr-20241","Bishop Gorman","Las Vegas, NV","Enrolled",1039.01984154394
"Texas Tech",2020,"Nimari Burnett","nimari-burnett-93455","Prolific Prep","Chicago, IL","Enrolled",964.613086053445
"Texas Tech",2020,"Chibuzo Agbo Jr.","chibuzo-agbo-jr-21138","St. Augustine","San Diego, CA","Enrolled",885.087110293776
"Texas Tech",2020,"Esahia Nyiwe","esahia-nyiwe-42819","Clarendon","Omaha, NE","Enrolled",620.074591578178
"Texas Tech",2020,"Jamarius Burton","jamarius-burton-55183","Independence","Charlotte, NC","Enrolled",1202.25284511839
"UCF",2020,"Isaiah Adams","isaiah-adams-49331","Paxon School for Advanced Studies","Jacksonville, FL","Enrolled",122.61118200678
"UCF",2020,"CJ Walker","cj-walker-23686","Oak Ridge","Orlando, FL","Enrolled",11.7323085726228
"West Virginia",2020,"Kedrian Johnson","kedrian-johnson-144942","South Oak Cliff","Dallas, TX","Enrolled",1049.47016707275
"Arizona State",2021,"Alonzo Gaffney","alonzo-gaffney-3947","Brewster Academy","Cleveland, OH","Enrolled",1738.98510646809
"Arizona State",2021,"Jamiya Neal","jamiya-neal-56295","Hillcrest Prep","Phoenix, AZ","Enrolled",8.57167716815567
"Arizona State",2021,"Jay Heath","jay-heath-58437","Woodrow Wilson","Washington, DC","Enrolled",1970.34588222245
"Arizona State",2021,"DJ Horne","dj-horne-144163","Trinity Christian School","Fayetteville, NC","Enrolled",1882.51999693349
"Arizona State",2021,"Marreon Jackson","marreon-jackson-142457","Garfield Heights","Cleveland, OH","Enrolled",1738.98510646809
"Baylor",2021,"Kendall Brown","kendall-brown-72716","Sunrise Christian Academy","Wichita, KS","Enrolled",424.642368257592
"Baylor",2021,"Langston Love","langston-love-78110","Montverde Academy","San Antonio, TX","Enrolled",168.207767822552
"Baylor",2021,"Jeremy Sochan","jeremy-sochan-60590","Orange Academy","Nashville, TN","Enrolled",672.511190016621
"BYU",2021,"Jake Wahlin","jake-wahlin-53927","Timpview","Provo, UT","Enrolled",1.37762800165695
"BYU",2021,"Te'Jon Lucas","tejon-lucas-111010","Washington Information Technology","Milwaukee, WI","Enrolled",1236.635485558
"BYU",2021,"Seneca Knight","seneca-knight-105903","Northside","Lafayette, LA","Enrolled",1302.03802108164
"Cincinnati",2021,"Abdul Ado","abdul-ado-912","Hamilton Heights Christian Academy","Chattanooga, TN","Enrolled",285.816009400024
"Cincinnati",2021,"John Newman","john-newman-63461","Greensboro Day School","Greensboro, NC","Enrolled",333.890496958631
"Colorado",2021,"Quincy Allen","quincy-allen-97364","Maret School","Washington, DC","Enrolled",1501.56224198098
"Colorado",2021,"Javon Ruffin","javon-ruffin-58172","Isidore Newman","New Orleans, LA","Enrolled",1103.03088856006
"Houston",2021,"Emanuel Sharp","emanuel-sharp-41640","Bishop McLaughlin Catholic","Tampa, FL","Enrolled",788.890015142079
"Houston",2021,"Robbie Armbrester","robbie-armbrester-100805","Wasatch Academy","Atlanta, GA","Enrolled",700.844023121373
"Houston",2021,"Ramon Walker","ramon-walker-98186","Shadow Creek","Pearland, TX","Enrolled",11.1712881526149
"Houston",2021,"Kyler Edwards","kyler-edwards-77136","Findlay Prep","Arlington, TX","Enrolled",233.220941898895
"Iowa State",2021,"Gabe Kalscheur","gabe-kalscheur-142422","De La Salle","Minneapolis, MN","Enrolled",204.811056554625
"Kansas",2021,"Zach Clemence","zach-clemence-122639","Sunrise Christian Academy","San Antonio, TX","Enrolled",683.795084500592
"Kansas",2021,"KJ Adams","kj-adams-75421","Westlake","Austin, TX","Enrolled",616.762065743811
"Kansas",2021,"Bobby Pettiford","bobby-pettiford-11354","South Granville","Durham, NC","Enrolled",918.577960685537
"Kansas",2021,"Jalen Coleman-Lands","jalen-coleman-lands-54210","La Lumiere School","Indianapolis, IN","Enrolled",489.038553551768
"Kansas State",2021,"Ismael Massoud","ismael-massoud-50010","MacDuffie School","Bronx, NY","Enrolled",1203.67101028366
"Oklahoma State",2021,"Moussa Cisse","moussa-cisse-90498","Lausanne Collegiate School","Memphis, TN","Enrolled",399.643678148293
"Oklahoma State",2021,"Woody Newton","woody-newton-121744","Mt. Zion Prep","Baltimore, MD","Enrolled",1136.7607445356
"Oklahoma State",2021,"Bryce Thompson","bryce-thompson-15945","Booker T. Washington","Tulsa, OK","Enrolled",60.0235328181615
"TCU",2021,"Damion Baugh","damion-baugh-28627","Tennessee Preparatory Academy","Memphis, TN","Enrolled",451.655718838791
"TCU",2021,"Emanuel Miller","emanuel-miller-41636","Prolific Prep","Napa, CA","Enrolled",1449.01117946494
"Texas Tech",2021,"Bryson Williams","bryson-williams-16139","Roosevelt","Fresno, CA","Enrolled",1033.14580136162
"Texas Tech",2021,"Davion Warren","davion-warren-152173","Bishop Timon-St. Jude","Buffalo, NY","Enrolled",1397.5920046391
"UCF",2021,"Ed'Xavior Rhodes","edxavior-rhodes-40445","Skyline","Dallas, TX","Enrolled",969.437899012806
"UCF",2021,"P.J. Edwards","pj-edwards-146520","Liberty Heights Athletic Institute","Springfield, IL","Enrolled",910.83921972514
"Utah",2021,"Gabe Madsen","gabe-madsen-44539","Mayo Senior","Rochester, MN","Enrolled",1011.27088352046
"Utah",2021,"Marco Anthony","marco-anthony-82412","Holmes","San Antonio, TX","Enrolled",1085.29012919849
"Utah",2021,"Both Gach","both-gach-11469","Austin Senior","Chandler, AZ","Enrolled",515.296850392176
"West Virginia",2021,"Kobe Johnson","kobe-johnson-145432","McKinley","Canton, OH","Enrolled",110.034198625391
"West Virginia",2021,"Dimon Carrigan","dimon-carrigan-37108","Cambridge Rindge And Latin","Lynn, MA","Enrolled",508.289949653989
"Arizona",2022,"Kylan Boswell","kylan-boswell-147220","Compass Prep","Champaign, IL","Enrolled",1373.55624609719
"Arizona",2022,"Cedric Henderson Jr.","cedric-henderson-jr-155221","Briarcrest Christian","Memphis, TN","Committed",1215.87258783614
"Arizona State",2022,"Austin Nunez","austin-nunez-8598","Wagner","San Antonio, TX","Enrolled",838.097718215789
"Arizona State",2022,"Frankie Collins","frankie-collins-44118","Coronado","Henderson, NV","Enrolled",250.443032166822
"Arizona State",2022,"Desmond Cambridge","desmond-cambridge-35543","Hun School","Nashville, TN","Enrolled",1435.12422429887
"Arizona State",2022,"Devan Cambridge","devan-cambridge-35756","Hillcrest Prep","Phoenix, AZ","Committed",8.57167716815567
"Baylor",2022,"Keyonte George","keyonte-george-74694","IMG Academy","Dallas, TX","Enrolled",86.7777224551407
"BYU",2022,"Braeden Moore","braeden-moore-11953","Donda Academy","Nashville, TN","Enrolled",1374.36070846212
"Cincinnati",2022,"Dan Skillings Jr.","dan-skillings-jr-147160","Roman Catholic","Philadelphia, PA","Enrolled",501.156420290705
"Cincinnati",2022,"Josh Reed","josh-reed-67501","Pace Academy","Atlanta, GA","Enrolled",372.062538304754
"Cincinnati",2022,"Sage Tolentino","sage-tolentino-104094","Maryknoll School","Honolulu, HI","Enrolled",4430.37867776771
"Colorado",2022,"Jalen Gabbidon","jalen-gabbidon-155385","Glenelg Country School","Harrisburg, PA","Enrolled",1492.78291217654
"Houston",2022,"Terrance Arceneaux","terrance-arceneaux-111297","Beaumont United","Beaumont, TX","Enrolled",78.470899258263
"Houston",2022,"Cedric Lath","cedric-lath-158427","Liberty","Henderson, NV","Enrolled",1217.7790081779
"Iowa State",2022,"Demarion Watson-Saulsberry","demarion-watson-saulsberry-33800","Totino-Grace","Minneapolis, MN","Enrolled",204.811056554625
"Iowa State",2022,"Hason Ward","hason-ward-47712","Springfield Central","Springfield, MA","Committed",1077.36631561727
"Iowa State",2022,"Jeremiah Williams","jeremiah-williams-60242","Simeon Vocational HS","Chicago, IL","Committed",309.266861002097
"Kansas",2022,"Ernest Udeh Jr.","ernest-udeh-jr-42750","Dr. Phillips","Orlando, FL","Enrolled",1071.69031459154
"Kansas",2022,"Gradey Dick","gradey-dick-46327","Sunrise Christian Academy","Wichita, KS","Signed",142.589662540652
"Kansas",2022,"Zuby Ejiofor","zuby-ejiofor-123915","Garland","Garland, TX","Signed",424.503344328213
"Kansas",2022,"Kevin McCullar","kevin-mccullar-74250","Wagner","San Antonio, TX","Committed",683.795084500592
"Kansas State",2022,"Dorian Finister","dorian-finister-154689","G.W. Carver","New Orleans, LA","Enrolled",736.867669125735
"Kansas State",2022,"Jerrell Colbert","jerrell-colbert-60997","Houston","Houston, TX","Committed",654.683727209834
"Kansas State",2022,"David N'Guessan","david-nguessan-31912","Mt. Zion Prep","Baltimore, MD","Committed",1066.01331266449
"Kansas State",2022,"Tykei Greene","tykei-greene-117248","Long Island Lutheran","New York, NY","Committed",1196.63990476708
"Oklahoma State",2022,"John Michael Wright","john-michael-wright-154343","The Fayetteville Academy","Fayetteville, NC","Committed",1023.19917368593
"Oklahoma State",2022,"Russell Harrison","russell-harrison-154905","Monterey","Lubbock, TX","Committed",323.563965351446
"TCU",2022,"Tyler Lundblade","tyler-lundblade-117792","Greensboro Day School","Greensboro, NC","Enrolled",1026.92517906406
"TCU",2022,"Rondel Walker Jr.","rondel-walker-jr-102245","Putnam City West","Oklahoma City, OK","Committed",190.721016112913
"Texas Tech",2022,"Elijah Fisher","elijah-fisher-41177","Canada","Toronto, ON","Enrolled",1392.91615235743
"Texas Tech",2022,"Lamar Washington","lamar-washington-77661","Compass Prep","Portland, OR","Enrolled",1374.39799915015
"Texas Tech",2022,"Jaylon Tyson","jaylon-tyson-59156","John Paul II","Plano, TX","Enrolled",301.591284955645
"Texas Tech",2022,"Fardaws Aimaq","fardaws-aimaq-152400","Steveston-London Secondary School","Vancouver, BC","Committed",1533.22005263548
"Texas Tech",2022,"D’maurian Williams","dmaurian-williams-152382","Putnam Science Academy","Phoenix, AZ","Committed",587.170246982893
"UCF",2022,"Taylor Hendricks","taylor-hendricks-110794","Calvary Christian Academy","Fort Lauderdale, FL","Enrolled",183.243128028457
"UCF",2022,"Tyler Hendricks","tyler-hendricks-117688","Calvary Christian Academy","Fort Lauderdale, FL","Enrolled",183.243128028457
"UCF",2022,"Michael Durr","michael-durr-87643","Oldsmar Christian School","Atlanta, GA","Committed",402.385282593831
"Utah",2022,"Gavin Baxter","gavin-baxter-45349","Timpview","Provo, UT","Enrolled",38.0027050714145
"Utah",2022,"Mike Saunders","mike-saunders-89341","Wasatch Academy","Indianapolis, IN","Enrolled",1351.03374044179
"West Virginia",2022,"Josiah Harris","josiah-harris-68196","Richmond Heights","Cleveland, OH","Enrolled",157.901785823847
"West Virginia",2022,"Jimmy Bell","jimmy-bell-61673","Bella Vista College Preparatory School","Scottsdale, AZ","Enrolled",1814.017172458
"West Virginia",2022,"Tre Mitchell","tre-mitchell-115004","Woodstock Academy","Pittsburgh, PA","Committed",55.6646803882665
"West Virginia",2022,"Joe Toussaint","joe-toussaint-62515","Cardinal Hayes","Bronx, NY","Committed",331.784698277401
